id,name,role,nationality,basePrice,dynamicRating,age,form_runs,form_wickets,impact_total,overall_rating,is_overseas,is_uncapped,form_score,current_retained_count,current_overseas_retained_count,retain_decision
IPL26-173,Ben Dwarshuis,BOWLER,Australian,1.0,56.0,31.0,0.0,0.0,0.0,56.0,1,1,17.494583748122682,2,0,0
IPL26-174,Praveen Dubey,BOWLER,Indian,0.25,59.0,32.0,0.0,0.0,0.0,59.0,0,1,66.10677831017243,3,0,0
IPL26-175,Vishal Nishad,BOWLER,Indian,0.25,51.0,26.0,0.0,0.0,0.0,51.0,0,1,3.7134456263070765,0,0,0
IPL26-176,Yashasvi Jaiswal,BATSMAN,Indian,1.5,78.0,24.0,0.0,0.0,0.0,78.0,0,1,68.6187678984604,0,0,1
IPL26-177,Ravindra Jadeja,ALL_ROUNDER,Indian,2.0,,37.0,0.0,0.0,0.0,50.0,0,1,65.45456603602166,3,2,0
IPL26-178,Riyan Parag,ALL_ROUNDER,Indian,2.0,,24.0,0.0,0.0,0.0,50.0,0,1,14.535577743861332,4,2,0
IPL26-179,Jofra Archer,BOWLER,English,1.5,80.0,31.0,0.0,0.0,0.0,80.0,1,1,60.34467934798431,3,2,0
IPL26-180,Dhruv Jurel,WICKET_KEEPER,Indian,1.0,73.0,25.0,334.0,0.0,1059.22,73.0,0,1,100.0,1,2,0
IPL26-181,Shimron Hetmyer,BATSMAN,West Indian,2.0,72.0,29.0,0.0,0.0,0.0,72.0,1,1,62.70928571783787,3,2,0
IPL26-182,Sam Curran,ALL_ROUNDER,English,2.0,,26.0,0.0,0.0,0.0,50.0,1,1,19.19254517868265,0,0,0
IPL26-183,Sandeep Sharma,BOWLER,Indian,2.0,77.0,26.0,0.0,9.0,459.67,77.0,0,1,96.8302729505329,3,1,0
IPL26-184,Vaibhav Suryavanshi,BATSMAN,Indian,0.5,80.0,26.0,0.0,0.0,0.0,80.0,0,1,39.377734327408085,2,0,0
IPL26-185,Tushar Deshpande,BOWLER,Indian,1.5,72.0,26.0,0.0,0.0,0.0,72.0,0,1,51.721116435494395,5,2,0
IPL26-186,Shubham Dubey,BATSMAN,Indian,0.5,72.0,32.0,0.0,0.0,0.0,72.0,0,1,44.49377141856852,1,1,0
IPL26-187,Yudhvir Charak,BOWLER,Indian,0.5,66.0,26.0,0.0,0.0,0.0,66.0,0,1,54.81238837768241,3,2,0
IPL26-188,Kwena Maphaka,BOWLER,South African,0.5,52.0,20.0,0.0,0.0,0.0,52.0,1,1,12.985765387209375,0,0,0
IPL26-189,Lhuan-Dre Pretorius,BATSMAN,South African,0.5,57.0,20.0,0.0,0.0,0.0,57.0,1,1,51.564934032542965,5,0,0
IPL26-190,Nandre Burger,BOWLER,South African,1.0,70.0,30.0,0.0,0.0,0.0,70.0,1,1,37.860007653240125,1,0,0
IPL26-191,Donovan Ferreira,WICKET_KEEPER,South African,1.0,69.0,27.0,0.0,0.0,0.0,69.0,1,1,43.7234616092487,0,0,0
IPL26-192,Ravi Bishnoi,BOWLER,Indian,2.0,74.0,25.0,0.0,12.0,466.26,74.0,0,1,100.0,4,2,0
IPL26-193,Adam Milne,BOWLER,New Zealander,1.0,59.0,34.0,0.0,0.0,0.0,59.0,1,1,57.25621112932456,2,2,0
IPL26-194,Ravi Singh,BATSMAN,Indian,0.25,59.0,26.0,4.0,0.0,4.35,59.0,0,1,77.14556651996963,4,2,0
IPL26-195,Sushant Mishra,BOWLER,Indian,0.25,75.0,25.0,0.0,0.0,0.0,75.0,0,1,33.64253009180851,2,0,1
IPL26-196,Kuldeep Sen,BOWLER,Indian,1.0,70.0,29.0,0.0,0.0,0.0,70.0,0,1,46.942802010039834,3,1,0
IPL26-197,Brijesh Sharma,BOWLER,Indian,0.25,67.0,26.0,0.0,11.0,210.22,67.0,0,1,93.82939432495465,1,2,0
IPL26-198,Aman Rao Perala,BATSMAN,Indian,0.25,71.0,26.0,0.0,0.0,0.0,71.0,0,1,66.92313278762954,3,2,0
IPL26-199,Vignesh Puthur,BOWLER,Indian,0.25,73.0,25.0,0.0,0.0,0.0,73.0,0,1,27.05409374138649,2,2,0
IPL26-200,Virat Kohli,BATSMAN,Indian,2.0,100.0,37.0,0.0,0.0,0.0,100.0,0,1,84.2948185728104,2,1,1
IPL26-201,Rajat Patidar,BATSMAN,Indian,1.5,75.0,33.0,0.0,0.0,0.0,75.0,0,1,54.89340392924645,2,2,0
IPL26-202,Phil Salt,WICKET_KEEPER,English,1.0,75.0,47.0,0.0,0.0,0.0,75.0,1,1,68.12930293222622,5,1,0
IPL26-203,Josh Hazlewood,BOWLER,Australian,1.5,79.0,35.0,0.0,0.0,0.0,79.0,1,1,42.25594006612403,0,0,0
IPL26-204,Yash Dayal,BOWLER,Indian,1.5,68.0,28.0,0.0,7.0,485.16,68.0,0,1,100.0,1,1,0
IPL26-205,Krunal Pandya,ALL_ROUNDER,Indian,2.0,,35.0,0.0,0.0,0.0,50.0,0,1,4.550035818672379,3,2,0
IPL26-206,Bhuvneshwar Kumar,BOWLER,Indian,2.0,98.0,36.0,0.0,0.0,0.0,98.0,0,1,88.16825711043326,3,0,1
IPL26-207,Tim David,BATSMAN,Singaporean,1.5,74.0,26.0,0.0,0.0,0.0,74.0,1,1,68.8611182423314,4,0,0
IPL26-208,Romario Shepherd,ALL_ROUNDER,West Indian,1.0,,31.0,0.0,0.0,0.0,50.0,1,1,34.98687688975267,2,0,0
IPL26-209,Nuwan Thushara,BOWLER,Sri Lankan,1.0,68.0,31.0,0.0,0.0,0.0,68.0,1,1,38.43134763919829,2,0,0
IPL26-210,Swapnil Singh,BOWLER,Indian,1.0,66.0,35.0,74.0,7.0,131.12,66.0,0,1,100.0,2,2,0
IPL26-211,Jacob Bethell,BATSMAN,English,1.0,64.0,20.0,0.0,0.0,0.0,64.0,1,1,30.285890292825705,3,0,0
IPL26-212,Devdutt Padikkal,BATSMAN,Indian,1.5,73.0,25.0,0.0,0.0,0.0,73.0,0,1,67.81236890989351,4,1,0
IPL26-213,Suyash Sharma,BOWLER,Indian,0.5,64.0,26.0,0.0,7.0,369.66,64.0,0,1,100.0,0,0,0
IPL26-214,Rasikh Dar,BOWLER,Indian,0.5,71.0,26.0,0.0,0.0,0.0,71.0,0,1,46.972583629551096,5,0,0
IPL26-215,Jitesh Sharma,WICKET_KEEPER,Indian,1.5,56.0,32.0,0.0,0.0,0.0,56.0,0,1,14.961241279810718,1,0,0
IPL26-216,Abhinandan Singh,BOWLER,Indian,0.25,59.0,26.0,0.0,3.0,38.42,59.0,0,1,100.0,0,0,0
IPL26-217,Venkatesh Iyer,ALL_ROUNDER,Indian,1.5,,35.0,0.0,0.0,0.0,50.0,0,1,63.5161425967577,3,0,0
IPL26-218,Jordan Cox,WICKET_KEEPER,English,1.0,80.0,34.0,0.0,0.0,0.0,80.0,1,1,78.23758824251026,5,1,0
IPL26-219,Mangesh Yadav,BOWLER,Indian,0.25,65.0,26.0,0.0,0.0,0.0,65.0,0,1,27.18506996982805,5,0,0
IPL26-220,Vicky Kanhaiya Ostwal,BOWLER,Indian,0.5,74.0,26.0,0.0,0.0,0.0,74.0,0,1,63.565654712609046,5,0,0
IPL26-221,Kanishk Chouhan,BATSMAN,Indian,0.25,50.0,26.0,0.0,0.0,0.0,50.0,0,1,13.46618098579739,2,0,0
IPL26-222,Vihaan Malhotra,BATSMAN,Indian,0.25,50.0,19.0,0.0,0.0,0.0,50.0,0,1,38.51481784984068,1,1,0
IPL26-223,Satvik Deswal,BOWLER,Indian,0.25,77.0,26.0,0.0,0.0,0.0,77.0,0,1,72.416785912822,3,0,0
IPL26-224,Yash Raj Punja,BOWLER,Indian,0.25,68.0,26.0,0.0,9.0,128.95,68.0,0,1,100.0,3,1,0
IPL26-225,Pat Cummins,ALL_ROUNDER,Australian,2.0,,33.0,0.0,0.0,0.0,50.0,1,1,13.470261290163835,5,1,0
IPL26-226,Heinrich Klaasen,WICKET_KEEPER,South African,1.5,80.0,26.0,0.0,0.0,0.0,80.0,1,1,66.10419520429491,3,0,0
IPL26-227,Travis Head,BATSMAN,Australian,1.5,75.0,32.0,0.0,0.0,0.0,75.0,1,1,61.991097074118365,1,1,0
IPL26-228,Abhishek Sharma,ALL_ROUNDER,Indian,1.5,,26.0,434.0,1.0,1410.48,50.0,0,1,95.66902200653284,1,2,0
IPL26-229,Nitish Kumar Reddy,ALL_ROUNDER,Indian,1.0,,23.0,0.0,0.0,0.0,50.0,0,1,26.133713775217004,4,0,0
IPL26-230,Ishan Kishan,WICKET_KEEPER,Indian,2.0,78.0,27.0,389.0,0.0,1062.44,78.0,0,1,100.0,4,0,0
IPL26-231,Harshal Patel,BOWLER,Indian,2.0,88.0,35.0,0.0,0.0,0.0,88.0,0,1,90.91159954922406,0,0,1
IPL26-232,Jaydev Unadkat,BOWLER,Indian,2.0,81.0,33.0,0.0,0.0,0.0,81.0,0,1,60.62812553341062,1,1,0
IPL26-233,Zeeshan Ansari,BOWLER,Indian,0.5,59.0,26.0,0.0,6.0,99.75,59.0,0,1,100.0,1,0,0
IPL26-234,Brydon Carse,BOWLER,English,1.0,72.0,30.0,0.0,0.0,0.0,72.0,1,1,42.11190759225182,1,2,0
IPL26-235,Kamindu Mendis,BATSMAN,Sri Lankan,1.0,65.0,27.0,0.0,0.0,0.0,65.0,1,1,44.14137275739963,4,1,0
IPL26-236,Harsh Dubey,BOWLER,Indian,0.5,70.0,23.0,13.0,12.0,174.77,70.0,0,1,99.30974075013812,5,1,0
IPL26-237,Aniket Verma,BATSMAN,Indian,0.25,66.0,24.0,117.0,0.0,403.65,66.0,0,1,98.57180216250705,5,2,0
IPL26-238,Eshan Malinga,BOWLER,Sri Lankan,0.25,74.0,25.0,0.0,0.0,0.0,74.0,1,1,45.18120783260301,3,2,0
IPL26-239,Smaran Ravichandaran,BATSMAN,Indian,0.25,73.0,26.0,0.0,0.0,0.0,73.0,0,1,51.56623754821947,5,0,0
IPL26-240,Liam Livingstone,ALL_ROUNDER,English,1.5,,32.0,0.0,0.0,0.0,50.0,1,1,40.9197473092197,2,2,0
IPL26-241,Salil Arora,WICKET_KEEPER,Indian,0.25,68.0,23.0,35.0,0.0,31.36,68.0,0,1,93.65597046212238,4,0,0
IPL26-242,Jack Edwards,ALL_ROUNDER,Australian,1.0,,26.0,0.0,0.0,0.0,50.0,1,1,27.889489752628585,1,2,0
IPL26-243,Shivam Mavi,BOWLER,Indian,1.5,64.0,27.0,0.0,12.0,0.0,64.0,0,1,60.23679619217145,5,1,0
IPL26-244,Amit Kumar,BOWLER,Indian,0.25,56.0,26.0,0.0,1.0,0.0,56.0,0,1,30.37097368147559,4,0,0
IPL26-245,Onkar Tarmale,ALL_ROUNDER,Indian,0.25,,26.0,0.0,0.0,0.0,50.0,0,1,54.84850418957332,5,0,0
IPL26-246,Sakib Hussain,BOWLER,Indian,0.25,71.0,21.0,0.0,11.0,221.1,71.0,0,1,100.0,0,0,0
IPL26-247,Praful Hinge,BOWLER,Indian,0.25,70.0,26.0,0.0,0.0,0.0,70.0,0,1,42.557706071292344,1,2,0
IPL26-248,Shivang Kumar,BOWLER,Indian,0.25,63.0,26.0,53.0,5.0,185.9,63.0,0,1,100.0,0,0,0
IPL26-249,Krains Fuletra,BOWLER,Indian,0.25,55.0,26.0,0.0,0.0,0.0,55.0,0,1,69.6295752699231,1,0,0
IPL26-250,Jake Fraser-McGurk,BATSMAN,Australian,1.0,71.0,23.0,0.0,0.0,0.0,71.0,1,1,55.385510585156595,4,0,0
IPL26-251,Devon Conway,WICKET_KEEPER,New Zealander,1.5,76.0,26.0,0.0,0.0,0.0,76.0,1,1,41.956697961695426,3,0,0
IPL26-252,Gus Atkinson,BOWLER,English,1.0,80.0,28.0,0.0,0.0,0.0,80.0,1,1,44.33125162444443,5,0,0
IPL26-253,Jamie Smith,WICKET_KEEPER,English,1.0,71.0,37.0,0.0,0.0,0.0,71.0,1,1,56.7188935437085,5,1,0
IPL26-254,Deepak Hooda,ALL_ROUNDER,Indian,2.0,,31.0,0.0,0.0,0.0,50.0,0,1,28.81363803947779,2,2,0
IPL26-255,Wiaan Mulder,BOWLER,South African,1.0,50.0,28.0,0.0,0.0,0.0,50.0,1,1,42.652339486622836,0,0,0
IPL26-256,Rahmanullah Gurbaz,WICKET_KEEPER,Afghan,1.0,67.0,24.0,233.0,0.0,183.09,67.0,1,1,100.0,5,0,0
IPL26-257,Jonny Bairstow,WICKET_KEEPER,English,1.5,75.0,36.0,0.0,0.0,0.0,75.0,1,1,61.62213763287815,4,1,0
IPL26-258,K.S. Bharat,WICKET_KEEPER,Indian,1.5,67.0,26.0,0.0,0.0,0.0,67.0,0,1,51.880383466067556,3,0,0
IPL26-259,Gerald Coetzee,BOWLER,South African,1.0,67.0,25.0,0.0,0.0,0.0,67.0,1,1,38.901721793443386,4,2,0
IPL26-260,Spencer Johnson,BOWLER,Australian,1.0,57.0,38.0,0.0,0.0,0.0,57.0,1,1,25.747178046177773,0,0,0
IPL26-261,Fazalhaq Farooqi,BOWLER,Afghan,1.0,63.0,25.0,0.0,18.0,34.22,63.0,1,1,99.36370990048863,2,2,0
IPL26-262,Maheesh Theekshana,BOWLER,Sri Lankan,1.0,71.0,25.0,0.0,0.0,0.0,71.0,1,1,42.20048211172974,5,0,0
IPL26-263,Mujeeb Ur Rahman,BOWLER,Afghan,2.0,67.0,25.0,0.0,7.0,8.29,67.0,1,1,97.73847111121866,4,1,0
IPL26-264,Aarya Desai,BATSMAN,Indian,0.25,55.0,23.0,99.0,0.0,0.0,55.0,0,1,49.7731447735584,1,2,0
IPL26-265,Yash Dhull,BATSMAN,Indian,0.5,55.0,23.0,0.0,0.0,0.0,55.0,0,1,44.61970224587255,3,0,0
IPL26-266,Abhinav Manohar,BATSMAN,Indian,0.5,62.0,31.0,0.0,0.0,0.0,62.0,0,1,26.89791230926768,4,0,0
IPL26-267,Anmolpreet Singh,BATSMAN,Indian,1.0,63.0,28.0,344.0,0.0,4.93,63.0,0,1,64.11618954300252,3,1,0
IPL26-268,Atharva Taide,BATSMAN,Indian,0.5,68.0,26.0,326.0,0.0,59.39,68.0,0,1,100.0,5,2,0
IPL26-269,Mahipal Lomror,BATSMAN,Indian,1.5,65.0,26.0,0.0,0.0,0.0,65.0,0,1,49.153793377525176,1,0,0
IPL26-270,Vijay Shankar,ALL_ROUNDER,Indian,2.0,,35.0,0.0,0.0,0.0,50.0,0,1,36.44529520825237,2,1,0
IPL26-271,Tanush Kotian,BATSMAN,Indian,0.5,61.0,27.0,75.0,14.0,18.32,61.0,0,1,99.33878472938308,2,2,0
IPL26-272,Kamlesh Nagarkoti,BOWLER,Indian,1.5,57.0,26.0,0.0,0.0,0.0,57.0,0,1,15.781420818011368,1,1,0
IPL26-273,Ruchit Ahir,BATSMAN,Indian,0.25,74.0,26.0,0.0,0.0,0.0,74.0,0,1,60.67676117537453,3,1,0
IPL26-274,Sanvir Singh,BATSMAN,Indian,0.5,60.0,29.0,103.0,4.0,20.67,60.0,0,1,100.0,5,0,0
IPL26-275,Vansh Bedi,WICKET_KEEPER,Indian,0.25,50.0,23.0,0.0,0.0,0.0,50.0,0,1,36.38291426367712,4,0,0
IPL26-276,Raj Limbani,BOWLER,Indian,0.25,75.0,26.0,0.0,0.0,0.0,75.0,0,1,30.161667911164393,1,0,0
IPL26-277,Simarjeet Singh,BOWLER,Indian,1.0,65.0,28.0,0.0,9.0,87.74,65.0,0,1,100.0,0,0,0
IPL26-278,Akash Madhwal,BOWLER,Indian,1.0,68.0,32.0,0.0,10.0,143.34,68.0,0,1,98.82670331226718,3,0,0
IPL26-279,Karn Sharma,BOWLER,Indian,2.0,80.0,38.0,0.0,0.0,0.0,80.0,0,1,66.08575045485189,2,1,0
IPL26-280,Sean Abbott,BOWLER,Australian,1.0,54.0,34.0,0.0,0.0,0.0,54.0,1,1,41.29596972461906,1,1,0
IPL26-281,Michael Bracewell,ALL_ROUNDER,New Zealander,1.0,,35.0,0.0,0.0,0.0,50.0,1,1,48.963808285029806,2,0,0
IPL26-282,Daryl Mitchell,BATSMAN,New Zealander,1.0,67.0,26.0,0.0,0.0,0.0,67.0,1,1,61.99266517556565,3,2,0
IPL26-283,Dasun Shanaka,BATSMAN,Sri Lankan,1.5,62.0,34.0,0.0,0.0,0.0,62.0,1,1,16.075384855365186,2,2,0
IPL26-284,Chetan Sakariya,BOWLER,Indian,1.5,70.0,27.0,0.0,0.0,0.0,70.0,0,1,36.36475149520412,1,2,0
IPL26-285,Waqar Salamkheil,BOWLER,Afghan,1.0,72.0,29.0,0.0,10.0,0.0,72.0,1,1,58.6546563224524,3,1,0
IPL26-286,Taskin Ahmed,BOWLER,Bangladeshi,1.0,80.0,31.0,0.0,12.0,0.0,80.0,1,1,67.28982115803872,0,0,0
IPL26-287,Alzarri Joseph,BOWLER,West Indian,1.5,68.0,29.0,0.0,0.0,0.0,68.0,1,1,39.786657914390005,1,1,0
IPL26-288,Riley Meredith,BOWLER,Australian,1.0,69.0,29.0,0.0,0.0,0.0,69.0,1,1,100.0,4,0,0
IPL26-289,Jhye Richardson,BOWLER,Australian,1.5,58.0,29.0,0.0,0.0,0.0,58.0,1,1,44.9900395736636,5,1,0
IPL26-290,Daniel Lawrence,BATSMAN,English,1.0,79.0,26.0,0.0,0.0,0.0,79.0,1,1,69.29271673261765,1,0,0
IPL26-291,Murugan Ashwin,BOWLER,Indian,1.5,72.0,35.0,0.0,0.0,0.0,72.0,0,1,70.92284403663875,3,0,0
IPL26-292,William Sutherland,ALL_ROUNDER,Australian,1.0,,26.0,0.0,0.0,0.0,50.0,1,1,42.95269740835162,5,2,0
IPL26-293,Kartikeya Singh,BOWLER,Indian,0.5,79.0,26.0,0.0,0.0,0.0,79.0,0,1,52.63436034902054,1,2,0
IPL26-294,Shivam Shukla,BOWLER,Indian,0.25,63.0,26.0,0.0,2.0,0.0,63.0,0,1,48.623691409798916,0,0,0
IPL26-295,Wahidullah Zadran,BOWLER,Afghan,1.0,62.0,26.0,0.0,2.0,0.0,62.0,1,1,31.297775455333287,0,0,0
IPL26-296,KC Cariappa,BOWLER,Indian,0.5,59.0,32.0,0.0,9.0,0.0,59.0,0,1,36.06325132183791,4,0,0
IPL26-297,Sediqullah Atal,BATSMAN,Afghan,1.0,64.0,24.0,244.0,0.0,14.99,64.0,1,1,100.0,2,0,0
IPL26-298,Nathan Smith,BOWLER,New Zealander,1.0,53.0,26.0,8.0,1.0,0.0,53.0,1,1,23.500869208260998,5,1,0
IPL26-299,Manan Vohra,BATSMAN,Indian,1.5,68.0,32.0,0.0,0.0,0.0,68.0,0,1,55.202722765119816,3,0,0
IPL26-300,Jacob Duffy,BOWLER,New Zealander,1.0,67.0,25.0,0.0,0.0,0.0,67.0,1,1,79.01861348342379,3,2,0
IPL26-001,MS Dhoni,WICKET_KEEPER,Indian,2.0,76.0,44.0,150.0,0.0,492.22,76.0,0,1,93.27084107728788,2,1,0
IPL26-002,Ruturaj Gaikwad,BATSMAN,Indian,2.0,79.0,29.0,0.0,0.0,0.0,79.0,0,1,77.96890605569243,2,0,0
IPL26-003,Sanju Samson,WICKET_KEEPER,Indian,2.0,85.0,31.0,0.0,0.0,0.0,85.0,0,1,55.52881436673361,0,0,1
IPL26-004,Shivam Dube,ALL_ROUNDER,Indian,2.0,,32.0,0.0,0.0,0.0,50.0,0,1,46.01149427044438,1,1,0
IPL26-005,Ayush Mhatre,BATSMAN,Indian,0.25,73.0,18.0,0.0,0.0,0.0,73.0,0,1,81.57765219812401,2,1,0
IPL26-006,Dewald Brevis,BATSMAN,South African,1.0,68.0,23.0,0.0,0.0,0.0,68.0,1,1,39.62080518901479,3,2,0
IPL26-007,Urvil Patel,WICKET_KEEPER,Indian,0.25,69.0,27.0,197.0,0.0,268.05,69.0,0,1,100.0,3,0,0
IPL26-008,Noor Ahmad,BOWLER,Afghan,1.5,76.0,21.0,0.0,12.0,701.28,76.0,1,1,100.0,4,2,1
IPL26-009,Nathan Ellis,BOWLER,Australian,1.0,71.0,26.0,0.0,0.0,0.0,71.0,1,1,46.35056434599526,5,1,0
IPL26-010,Shreyas Gopal,BOWLER,Indian,2.0,76.0,32.0,0.0,0.0,0.0,76.0,0,1,75.56851479775088,5,1,0
IPL26-011,Khaleel Ahmed,BOWLER,Indian,2.0,80.0,26.0,0.0,0.0,0.0,80.0,0,1,67.9159736800477,5,2,0
IPL26-012,Ramakrishna Ghosh,BOWLER,Indian,0.25,55.0,28.0,0.0,0.0,0.0,55.0,0,1,38.20694468990535,3,1,0
IPL26-013,Mukesh Choudhary,BOWLER,Indian,1.5,68.0,30.0,0.0,9.0,140.19,68.0,0,1,100.0,4,0,0
IPL26-014,Jamie Overton,ALL_ROUNDER,English,1.0,,32.0,0.0,0.0,0.0,50.0,1,1,42.04905066144676,5,2,0
IPL26-015,Gurjapneet Singh,BOWLER,Indian,0.5,58.0,27.0,0.0,4.0,99.53,58.0,0,1,96.04550309166224,5,0,0
IPL26-016,Anshul Kamboj,ALL_ROUNDER,Indian,0.5,,31.0,0.0,0.0,0.0,50.0,0,1,19.149469876704874,0,0,0
IPL26-017,Prashant Veer,BATSMAN,Indian,0.25,73.0,20.0,0.0,0.0,0.0,73.0,0,1,51.42397774269586,0,0,0
IPL26-018,Kartik Sharma,WICKET_KEEPER,Indian,0.25,70.0,26.0,277.0,0.0,292.84,70.0,0,1,93.25211894224233,0,0,0
IPL26-019,Rahul Chahar,BOWLER,Indian,2.0,78.0,26.0,0.0,0.0,0.0,78.0,0,1,59.55336523396416,1,1,0
IPL26-020,Akeal Hosein,BOWLER,West Indian,1.0,71.0,33.0,0.0,0.0,0.0,71.0,1,1,22.47093338549419,5,0,0
IPL26-021,Matt Henry,BOWLER,New Zealander,1.0,54.0,47.0,0.0,0.0,0.0,54.0,1,1,8.68309552150477,1,0,0
IPL26-022,Matthew Short,BATSMAN,Australian,1.0,64.0,26.0,0.0,0.0,0.0,64.0,1,1,34.67022063630463,4,0,0
IPL26-023,Sarfaraz Khan,BATSMAN,Indian,1.0,67.0,26.0,0.0,0.0,0.0,67.0,0,1,33.78663210046326,3,1,0
IPL26-024,Zak Foulkes,BOWLER,English,1.0,81.0,24.0,0.0,0.0,0.0,81.0,1,1,69.17798876801817,5,1,0
IPL26-025,Aman Khan,BOWLER,Indian,0.25,64.0,26.0,24.0,6.0,0.0,64.0,0,1,34.05282659447849,3,2,0
IPL26-026,KL Rahul,WICKET_KEEPER,Indian,2.0,87.0,34.0,482.0,0.0,1380.75,87.0,0,1,95.07098095666086,0,0,0
IPL26-027,Axar Patel,ALL_ROUNDER,Indian,2.0,,32.0,0.0,0.0,0.0,50.0,0,1,7.3946689903266405,5,2,0
IPL26-028,Kuldeep Yadav,BOWLER,Indian,2.0,77.0,26.0,0.0,8.0,718.52,77.0,0,1,100.0,2,2,0
IPL26-029,T. Natarajan,BOWLER,Indian,2.0,75.0,26.0,0.0,0.0,0.0,75.0,0,1,81.45796747169267,1,2,0
IPL26-030,Mitchell Starc,BOWLER,Australian,1.5,80.0,36.0,0.0,0.0,0.0,80.0,1,1,49.749058235296644,1,2,0
IPL26-031,Tristan Stubbs,WICKET_KEEPER,South African,1.5,77.0,25.0,0.0,0.0,0.0,77.0,1,1,59.77032257207986,5,2,0
IPL26-032,Mukesh Kumar,BOWLER,Indian,1.5,67.0,26.0,0.0,6.0,521.18,67.0,0,1,90.10887375312595,0,0,0
IPL26-033,Nitish Rana,BATSMAN,Indian,2.0,76.0,32.0,0.0,0.0,0.0,76.0,0,1,34.8634517171,1,1,0
IPL26-034,Abishek Porel,WICKET_KEEPER,Indian,1.0,69.0,23.0,235.0,0.0,743.92,69.0,0,1,100.0,0,0,0
IPL26-035,Ashutosh Sharma,BATSMAN,Indian,0.5,72.0,26.0,230.0,0.0,869.41,72.0,0,1,95.26053641365507,4,2,0
IPL26-036,Sameer Rizvi,BATSMAN,Indian,0.5,71.0,22.0,310.0,0.0,503.63,71.0,0,1,95.8283847725421,3,1,0
IPL26-037,Karun Nair,BATSMAN,Indian,1.5,70.0,34.0,0.0,0.0,0.0,70.0,0,1,45.654408039986556,2,0,0
IPL26-038,Dushmantha Chameera,BOWLER,Sri Lankan,1.0,61.0,34.0,0.0,0.0,0.0,61.0,1,1,34.94983126959976,3,0,0
IPL26-039,Vipraj Nigam,ALL_ROUNDER,Indian,0.5,,21.0,0.0,0.0,0.0,50.0,0,1,9.571321189240262,3,2,0
IPL26-040,Ajay Mandal,ALL_ROUNDER,Indian,0.25,,26.0,149.0,10.0,0.0,50.0,0,1,38.617675963093845,4,0,0
IPL26-041,Madhav Tiwari,BOWLER,Indian,0.25,70.0,22.0,0.0,0.0,0.0,70.0,0,1,37.81899041277091,1,0,0
IPL26-042,Tripurana Vijay,BOWLER,Indian,0.25,50.0,24.0,0.0,0.0,0.0,50.0,0,1,24.44474381704599,2,0,0
IPL26-043,Auqib Nabi Dar,ALL_ROUNDER,Indian,0.25,,26.0,0.0,0.0,0.0,50.0,0,1,24.69532936813422,1,0,0
IPL26-044,Pathum Nissanka,BATSMAN,Sri Lankan,1.0,69.0,28.0,0.0,0.0,0.0,69.0,1,1,78.89190318531686,5,0,0
IPL26-045,David Miller,BATSMAN,South African,2.0,80.0,26.0,0.0,0.0,0.0,80.0,1,1,61.131633610408,3,2,0
IPL26-046,Ben Duckett,BATSMAN,English,1.0,84.0,31.0,0.0,0.0,0.0,84.0,1,1,46.4387246693113,5,2,0
IPL26-047,Lungi Ngidi,BOWLER,South African,1.5,77.0,30.0,0.0,0.0,0.0,77.0,1,1,71.18847925789261,0,0,0
IPL26-048,Kyle Jamieson,ALL_ROUNDER,New Zealander,1.5,,26.0,0.0,0.0,0.0,50.0,1,1,11.068681849935885,3,2,0
IPL26-049,Prithvi Shaw,BATSMAN,Indian,2.0,72.0,26.0,0.0,0.0,0.0,72.0,0,1,57.42198197470026,1,2,0
IPL26-050,Sahil Parakh,BATSMAN,Indian,0.25,61.0,26.0,0.0,0.0,0.0,61.0,0,1,9.120288016213475,3,1,0
IPL26-051,Shubman Gill,BATSMAN,Indian,2.0,84.0,26.0,435.0,0.0,1502.36,84.0,0,1,99.0871551281023,0,0,0
IPL26-052,Rashid Khan,ALL_ROUNDER,Afghan,2.0,,26.0,86.0,13.0,1036.91,50.0,1,1,95.05021103723993,4,2,0
IPL26-053,Jos Buttler,WICKET_KEEPER,English,2.0,86.0,35.0,0.0,0.0,0.0,86.0,1,1,45.90217121649236,5,2,0
IPL26-054,Kagiso Rabada,BOWLER,South African,2.0,89.0,31.0,0.0,0.0,0.0,89.0,1,1,67.89791421989263,5,0,0
IPL26-055,Mohammed Siraj,BOWLER,Indian,2.0,79.0,32.0,0.0,12.0,835.35,79.0,0,1,94.42976774919003,1,1,0
IPL26-056,Sai Sudharsan,BATSMAN,Indian,1.5,83.0,24.0,487.0,0.0,1572.25,83.0,0,1,100.0,3,0,1
IPL26-057,Prasidh Krishna,BOWLER,Indian,2.0,77.0,30.0,0.0,12.0,571.61,77.0,0,1,100.0,1,1,0
IPL26-058,Washington Sundar,ALL_ROUNDER,Indian,2.0,,26.0,240.0,4.0,670.48,50.0,0,1,100.0,4,0,0
IPL26-059,Rahul Tewatia,ALL_ROUNDER,Indian,2.0,,33.0,0.0,0.0,0.0,50.0,0,1,38.92137085205566,3,0,0
IPL26-060,Shahrukh Khan,BATSMAN,Indian,1.5,66.0,26.0,144.0,0.0,378.48,66.0,0,1,100.0,3,0,0
IPL26-061,R. Sai Kishore,BOWLER,Indian,1.5,75.0,26.0,0.0,0.0,0.0,75.0,0,1,60.324512079217875,1,0,0
